avg_dollar_volume,behavior,capital,close_date,close_price,close_reason,entry_date,entry_price,entry_rule,exit_price,highest_price,hold_days,id,initial_stop_price,latest_price,liquidity_cap,market_value,outcome,realized_pnl,realized_pnl_pct,selected_version,shares,status,stop_cap_pct,stop_price,strategy_id,technical_initial_stop_price,ticker,timeframe,unrealized_pnl,unrealized_pnl_pct,v3_context_note,v3_quality_score,v3_reason
37498897680.07,v1_success_monthly,5962.26,2024-05-28,113.9218,ضرب الوقف المتحرك/الفني,2024-05-24,106.469,v1_breakout,117.1159,114.939,21,V3-0051,96.5482,106.469,374988976.8,0.0,TRAILING_WIN,417.36,7.0,v3_adaptive_quality,56,CLOSED,,113.9218,NVDA_monthly_breakout_100,96.5482,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 106.47/92.11, ret20 21.35%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
39509469832.39,v1_success_monthly,6150.65,2024-05-29,115.04,ضرب الوقف المتحرك/الفني,2024-05-28,113.901,v1_breakout,125.2911,115.492,21,V3-0052,102.8357,113.901,395094698.32,0.0,TRAILING_WIN,61.51,1.0,v3_adaptive_quality,54,CLOSED,,115.04,NVDA_monthly_breakout_100,102.8357,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 113.90/93.41, ret20 29.79%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
44598653648.1,v1_success_monthly,6171.16,2024-06-05,122.2589,ضرب الوقف المتحرك/الفني,2024-06-04,116.437,v1_breakout,128.0807,122.449,21,V3-0053,102.8022,116.437,445986536.48,0.0,TRAILING_WIN,308.56,5.0,v3_adaptive_quality,53,CLOSED,,122.2589,NVDA_monthly_breakout_100,102.8022,NVDA,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 116.44/99.92, ret20 26.37%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
45853377364.52,v1_success_monthly,6244.44,2024-06-06,124.8888,ضرب الوقف المتحرك/الفني,2024-06-05,122.44,v1_breakout,134.684,125.587,21,V3-0054,108.2682,122.44,458533773.65,0.0,TRAILING_WIN,124.89,2.0,v3_adaptive_quality,51,CLOSED,,124.8888,NVDA_monthly_breakout_100,108.2682,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 122.44/101.52, ret20 35.21%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
3422246642.21,v1_success_swing,3815.34,2024-06-10,144.1352,ضرب الوقف المتحرك/الفني,2024-06-05,141.309,v1_rsi_recovery,148.3745,144.905,10,V3-0055,133.8704,140.664,34222466.42,0.0,TRAILING_WIN,76.31,2.0,v3_adaptive_quality,27,CLOSED,,144.1352,AVGO_swing_rsi_7_30,133.8704,AVGO,swing,0.0,-0.46,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 45.93, close/MA200 141.31/111.35",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
809270498.81,v1_success_swing,2332.13,2024-06-10,100.0872,ضرب الوقف المتحرك/الفني,2024-06-05,97.172,v1_rsi_recovery,101.0589,100.85,5,V3-0056,90.874,96.272,8092704.99,0.0,TRAILING_WIN,69.96,3.0,v3_adaptive_quality,24,CLOSED,,100.0872,LRCX_swing_rsi_7_40,90.874,LRCX,swing,0.0,-0.93,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 55.60, close/MA200 97.17/79.71",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
668846477.51,v1_success_swing,6400.17,2024-06-12,77.7163,ضرب الوقف المتحرك/الفني,2024-06-11,76.1925,v1_rsi_recovery,80.0021,78.1025,10,V3-0057,72.5775,76.1925,6688464.78,0.0,TRAILING_WIN,128.0,2.0,v3_adaptive_quality,84,CLOSED,,77.7163,ANET_swing_rsi_14_30,72.5775,ANET,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 38.06, close/MA200 76.19/61.35",93.78,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
673652450.03,v1_success_monthly,5526.11,2024-06-13,82.5024,ضرب الوقف المتحرك/الفني,2024-06-12,77.8325,v1_rsi_recovery,85.6157,82.9375,21,V3-0058,72.3525,77.8325,6736524.5,0.0,TRAILING_WIN,331.56,6.0,v3_adaptive_quality,71,CLOSED,,82.5024,ANET_monthly_rsi_21_45,72.3525,ANET,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 45.48, close/MA200 77.83/61.52",54.41,خفض محدود لجودة أقل من المطلوب
49889413782.71,v1_success_monthly,6610.11,2024-06-14,132.2022,ضرب الوقف المتحرك/الفني,2024-06-13,129.61,v1_breakout,142.571,132.84,21,V3-0059,113.725,129.61,498894137.83,0.0,TRAILING_WIN,132.2,2.0,v3_adaptive_quality,51,CLOSED,,132.2022,NVDA_monthly_breakout_100,113.725,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 129.61/111.22, ret20 36.97%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
50400683218.64,v1_success_monthly,6594.0,2024-06-17,133.1988,ضرب الوقف المتحرك/الفني,2024-06-14,131.88,v1_breakout,145.068,133.73,21,V3-0060,115.7711,131.88,504006832.19,0.0,TRAILING_WIN,65.94,1.0,v3_adaptive_quality,50,CLOSED,,133.1988,NVDA_monthly_breakout_100,115.7711,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 131.88/113.09, ret20 39.76%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
51111580433.42,v1_success_monthly,6643.42,2024-06-20,139.6474,ضرب الوقف المتحرك/الفني,2024-06-18,135.58,v1_breakout,149.138,140.76,21,V3-0061,120.172,135.58,511115804.33,0.0,TRAILING_WIN,199.3,3.0,v3_adaptive_quality,49,CLOSED,,139.6474,NVDA_monthly_breakout_100,120.172,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 135.58/117.06, ret20 43.05%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
14290054971.32,v1_success_swing,6715.52,2024-07-02,230.846,ضرب الوقف المتحرك/الفني,2024-07-01,209.86,v1_breakout,220.353,231.3,10,V3-0062,192.9714,209.86,142900549.71,0.0,TRAILING_WIN,671.55,10.0,v3_adaptive_quality,32,CLOSED,,230.846,TSLA_swing_breakout_55,192.9714,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 209.86/183.60, ret20 17.85%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
1011517802.52,v1_success_swing,4030.39,2024-07-02,107.1236,ضرب الوقف المتحرك/الفني,2024-07-01,106.063,v1_rsi_recovery,110.3055,107.342,5,V3-0063,101.245,106.063,10115178.03,0.0,TRAILING_WIN,40.31,1.0,v3_adaptive_quality,38,CLOSED,,107.1236,LRCX_swing_rsi_7_40,101.245,LRCX,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 63.84, close/MA200 106.06/82.78",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
16056623236.67,v1_success_swing,6937.8,2024-07-03,247.4482,ضرب الوقف المتحرك/الفني,2024-07-02,231.26,v1_breakout,242.823,248.35,10,V3-0064,212.3571,231.26,160566232.37,0.0,TRAILING_WIN,485.65,7.0,v3_adaptive_quality,30,CLOSED,,247.4482,TSLA_swing_breakout_55,212.3571,TSLA,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 231.26/186.35, ret20 31.18%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
8630888191.76,v1_success_swing,4309.45,2024-07-03,172.3779,ضرب الوقف المتحرك/الفني,2024-07-02,165.748,v1_rsi_recovery,174.0354,172.922,10,V3-0065,156.4,165.748,86308881.92,0.0,TRAILING_WIN,172.38,4.0,v3_adaptive_quality,26,CLOSED,,172.3779,AVGO_swing_rsi_7_30,156.4,AVGO,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 63.97, close/MA200 165.75/117.98",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
17583775640.46,v1_success_swing,7145.31,2024-07-05,251.3178,ضرب الوقف المتحرك/الفني,2024-07-03,246.39,v1_breakout,258.7095,252.37,10,V3-0066,226.5814,246.39,175837756.4,0.0,TRAILING_WIN,142.91,2.0,v3_adaptive_quality,29,CLOSED,,251.3178,TSLA_swing_breakout_55,226.5814,TSLA,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 246.39/189.93, ret20 40.98%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
19019687014.66,v1_success_swing,7294.08,2024-07-08,259.0656,ضرب الوقف المتحرك/الفني,2024-07-05,251.52,v1_breakout,264.096,259.44,10,V3-0067,232.2657,251.52,190196870.15,0.0,TRAILING_WIN,218.82,3.0,v3_adaptive_quality,29,CLOSED,,259.0656,TSLA_swing_breakout_55,232.2657,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 251.52/193.76, ret20 43.73%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
7985105465.06,v1_success_swing,4469.4,2024-07-08,178.776,ضرب الوقف المتحرك/الفني,2024-07-05,171.9,v1_breakout,178.776,178.95,5,V3-0068,159.5486,171.9,79851054.65,0.0,TRAILING_WIN,178.78,4.0,v3_adaptive_quality,26,CLOSED,,178.776,AMD_swing_breakout_20,159.5486,AMD,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 171.90/161.36, ret20 3.45%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
20386258667.53,v1_success_swing,7335.26,2024-07-09,265.587,ضرب الوقف المتحرك/الفني,2024-07-08,252.94,v1_breakout,265.587,265.61,10,V3-0069,232.8586,252.94,203862586.68,0.0,TRAILING_WIN,366.76,5.0,v3_adaptive_quality,29,CLOSED,,265.587,TSLA_swing_breakout_55,232.8586,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 252.94/197.51, ret20 42.15%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
8129956738.29,v1_success_swing,4467.25,2024-07-10,185.8376,ضرب الوقف المتحرك/الفني,2024-07-08,178.69,v1_breakout,185.8376,187.28,5,V3-0070,165.8643,177.1,81299567.38,0.0,TRAILING_WIN,178.69,4.0,v3_adaptive_quality,25,CLOSED,,185.8376,AMD_swing_breakout_20,165.8643,AMD,swing,0.0,-0.89,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 178.69/161.96, ret20 7.14%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
21988547599.23,v1_success_swing,5771.26,2024-07-10,267.5766,ضرب الوقف المتحرك/الفني,2024-07-09,262.33,v1_breakout,275.4465,267.59,10,V3-0071,241.7486,262.33,219885475.99,0.0,TRAILING_WIN,115.43,2.0,v3_adaptive_quality,22,CLOSED,,267.5766,TSLA_swing_breakout_55,241.7486,TSLA,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 262.33/201.75, ret20 47.81%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
8427618164.92,v1_success_swing,7726.32,2024-07-11,185.7996,ضرب الوقف المتحرك/الفني,2024-07-10,183.96,v1_breakout,191.3184,187.11,5,V3-0072,170.3714,183.96,84276181.65,0.0,TRAILING_WIN,77.26,1.0,v3_adaptive_quality,42,CLOSED,,185.7996,AMD_swing_breakout_20,170.3714,AMD,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 183.96/163.60, ret20 14.73%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
6622106785.56,v1_success_swing,7730.88,2024-07-23,164.2812,ضرب الوقف المتحرك/الفني,2024-07-22,161.06,v1_rsi_recovery,169.113,165.33,10,V3-0073,153.9,161.06,66221067.86,0.0,TRAILING_WIN,154.62,2.0,v3_adaptive_quality,48,CLOSED,,164.2812,AVGO_swing_rsi_7_30,153.9,AVGO,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 47.02, close/MA200 161.06/123.49",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
3548704684.79,v1_success_swing,7815.36,2024-09-03,155.41,ضرب الوقف المتحرك/الفني,2024-08-30,162.82,v1_rsi_recovery,170.961,162.82,10,V3-0074,155.41,162.82,35487046.85,0.0,LOSS,-355.68,-4.55,v3_adaptive_quality,48,CLOSED,,155.41,AVGO_swing_rsi_7_30,155.41,AVGO,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 64.74, close/MA200 162.82/133.33",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
875847659.38,v1_success_monthly,7652.7,2024-09-23,171.7606,ضرب الوقف المتحرك/الفني,2024-09-20,170.06,v1_rsi_recovery,187.066,172.675,21,V3-0075,164.36,170.06,8758476.59,0.0,TRAILING_WIN,76.53,1.0,v3_adaptive_quality,45,CLOSED,,171.7606,PANW_monthly_rsi_21_35,164.36,PANW,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 35.35, close/MA200 170.06/157.48",95.23,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
4953617192.29,v1_success_swing,7776.96,2024-09-26,168.5008,ضرب الوقف المتحرك/الفني,2024-09-25,162.02,v1_breakout,168.5008,168.68,5,V3-0076,151.4386,162.02,49536171.92,0.0,TRAILING_WIN,311.08,4.0,v3_adaptive_quality,48,CLOSED,,168.5008,AMD_swing_breakout_20,151.4386,AMD,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 162.02/148.35, ret20 7.65%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
5022857512.35,v1_success_swing,7872.03,2024-10-01,159.75,انتهاء مدة الاحتفاظ,2024-09-26,167.49,v1_breakout,174.1896,168.73,5,V3-0077,157.0043,164.08,50228575.12,0.0,TIME,-363.78,-4.62,v3_adaptive_quality,47,CLOSED,,157.0043,AMD_swing_breakout_20,157.0043,AMD,swing,0.0,-2.04,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 167.49/149.40, ret20 14.44%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
793993609.26,v1_success_monthly,7638.99,2024-10-03,167.7257,ضرب الوقف المتحرك/الفني,2024-10-02,166.065,v1_rsi_recovery,182.6715,168.345,21,V3-0078,164.125,166.065,7939936.09,0.0,TRAILING_WIN,76.39,1.0,v3_adaptive_quality,46,CLOSED,,167.7257,PANW_monthly_rsi_21_35,164.125,PANW,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 39.68, close/MA200 166.07/158.27",95.23,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
5014184665.05,v1_success_swing,7690.5,2024-10-08,172.609,ضرب الوقف المتحرك/الفني,2024-10-04,170.9,v1_breakout,177.736,173.6,5,V3-0079,159.52,170.97,50141846.65,0.0,TRAILING_WIN,76.91,1.0,v3_adaptive_quality,45,CLOSED,,172.609,AMD_swing_breakout_20,159.52,AMD,swing,0.0,0.04,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 170.90/156.21, ret20 27.21%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
5188690797.2,v1_success_swing,7776.0,2024-10-14,165.27,انتهاء مدة الاحتفاظ,2024-10-08,172.8,v1_breakout,179.712,174.05,5,V3-0080,161.68,167.89,51886907.97,0.0,TIME,-338.85,-4.36,v3_adaptive_quality,45,CLOSED,,161.68,AMD_swing_breakout_20,161.68,AMD,swing,0.0,-2.84,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 172.80/159.34, ret20 20.97%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
975529732.58,v1_success_swing,4723.02,2024-10-11,83.6886,ضرب الوقف المتحرك/الفني,2024-10-09,82.86,v1_rsi_recovery,86.1744,83.74,5,V3-0081,78.687,82.06,9755297.33,0.0,TRAILING_WIN,47.23,1.0,v3_adaptive_quality,57,CLOSED,,83.6886,LRCX_swing_rsi_7_40,78.687,LRCX,swing,0.0,-0.97,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 60.08, close/MA200 82.86/89.68",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
811992021.6,v1_success_monthly,6511.62,2024-10-16,81.7923,ضرب الوقف المتحرك/الفني,2024-10-15,79.41,v1_breakout,87.351,82.41,21,V3-0082,70.9629,79.41,8119920.22,0.0,TRAILING_WIN,195.35,3.0,v3_adaptive_quality,82,CLOSED,,81.7923,MRVL_monthly_breakout_100,70.9629,MRVL,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 79.41/73.12, ret20 9.12%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
34735045100.44,v1_success_monthly,7760.34,2024-11-06,145.1471,ضرب الوقف المتحرك/الفني,2024-10-21,143.71,v1_breakout,158.081,146.49,21,V3-0083,129.52,139.91,347350451.0,0.0,TRAILING_WIN,77.6,1.0,v3_adaptive_quality,54,CLOSED,,145.1471,NVDA_monthly_breakout_100,129.52,NVDA,monthly,0.0,-2.64,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 143.71/129.09, ret20 23.61%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
3338403884.85,v1_success_swing,4626.45,2024-10-25,176.4905,ضرب الوقف المتحرك/الفني,2024-10-24,171.35,v1_rsi_recovery,179.9175,176.8,10,V3-0084,169.5,171.35,33384038.85,0.0,TRAILING_WIN,138.79,3.0,v3_adaptive_quality,27,CLOSED,,176.4905,AVGO_swing_rsi_7_30,169.5,AVGO,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 43.39, close/MA200 171.35/146.02",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
20247415857.73,v1_success_swing,4576.23,2024-10-28,271.8819,ضرب الوقف المتحرك/الفني,2024-10-25,269.19,v1_breakout,282.6495,273.54,10,V3-0085,247.3829,269.19,202474158.58,0.0,TRAILING_WIN,45.76,1.0,v3_adaptive_quality,17,CLOSED,,271.8819,TSLA_swing_breakout_55,247.3829,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 269.19/236.21, ret20 3.35%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
3314601108.17,v1_success_swing,4660.24,2024-10-31,169.5,ضرب الوقف المتحرك/الفني,2024-10-29,179.24,v1_rsi_recovery,188.202,179.24,10,V3-0086,169.5,176.64,33146011.08,0.0,LOSS,-253.24,-5.43,v3_adaptive_quality,26,CLOSED,,169.5,AVGO_swing_rsi_7_30,169.5,AVGO,swing,0.0,-1.45,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 41.03, close/MA200 179.24/146.99",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
777512676.26,v1_success_monthly,2461.23,2024-11-01,86.5674,ضرب الوقف المتحرك/الفني,2024-10-29,84.87,v1_breakout,93.357,87.28,21,V3-0087,76.245,80.11,7775126.76,0.0,TRAILING_WIN,49.22,2.0,v3_adaptive_quality,29,CLOSED,,86.5674,MRVL_monthly_breakout_100,76.245,MRVL,monthly,0.0,-5.61,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 84.87/78.07, ret20 20.71%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
380789773.7,v1_success_swing,1920.24,2024-10-31,78.78,ضرب الوقف المتحرك/الفني,2024-10-30,80.01,v1_rsi_recovery,84.0105,80.39,10,V3-0088,78.78,80.01,3807897.74,0.0,TRAILING_WIN,-29.52,-1.54,v3_adaptive_quality,24,CLOSED,,78.78,SHOP_swing_rsi_14_35,78.78,SHOP,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 36.14, close/MA200 80.01/72.14",70.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
360121073.38,v1_success_swing,4694.63,2024-11-06,81.9571,ضرب الوقف المتحرك/الفني,2024-11-05,79.57,v1_rsi_recovery,83.5485,82.12,10,V3-0089,77.12,79.57,3601210.73,0.0,TRAILING_WIN,140.84,3.0,v3_adaptive_quality,59,CLOSED,,81.9571,SHOP_swing_rsi_14_35,77.12,SHOP,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 39.82, close/MA200 79.57/72.12",70.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
31102117309.25,v1_success_monthly,7862.94,2024-11-07,148.5222,ضرب الوقف المتحرك/الفني,2024-11-06,145.61,v1_breakout,160.171,148.93,21,V3-0090,132.7121,145.61,311021173.09,0.0,TRAILING_WIN,157.26,2.0,v3_adaptive_quality,54,CLOSED,,148.5222,NVDA_monthly_breakout_100,132.7121,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 145.61/138.48, ret20 9.77%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
21323899437.32,v1_success_swing,4616.48,2024-11-07,297.1859,ضرب الوقف المتحرك/الفني,2024-11-06,288.53,v1_breakout,302.9565,299.75,10,V3-0091,261.7129,288.53,213238994.37,0.0,TRAILING_WIN,138.49,3.0,v3_adaptive_quality,16,CLOSED,,297.1859,TSLA_swing_breakout_55,261.7129,TSLA,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 288.53/239.98, ret20 19.70%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
885963516.26,v1_success_monthly,2447.01,2024-11-07,93.3489,ضرب الوقف المتحرك/الفني,2024-11-06,90.63,v1_breakout,99.693,94.07,21,V3-0092,81.4157,90.63,8859635.16,0.0,TRAILING_WIN,73.41,3.0,v3_adaptive_quality,27,CLOSED,,93.3489,MRVL_monthly_breakout_100,81.4157,MRVL,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 90.63/81.69, ret20 24.42%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
31012132716.99,v1_success_monthly,7890.64,2024-11-21,151.8576,ضرب الوقف المتحرك/الفني,2024-11-07,148.88,v1_breakout,163.768,152.89,21,V3-0093,135.6929,145.89,310121327.17,0.0,TRAILING_WIN,157.81,2.0,v3_adaptive_quality,53,CLOSED,,151.8576,NVDA_monthly_breakout_100,135.6929,NVDA,monthly,0.0,-2.01,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 148.88/139.18, ret20 10.44%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
22073477826.3,v1_success_swing,4750.56,2024-11-08,326.601,ضرب الوقف المتحرك/الفني,2024-11-07,296.91,v1_breakout,311.7555,328.71,10,V3-0094,268.4957,296.91,220734778.26,0.0,TRAILING_WIN,475.06,10.0,v3_adaptive_quality,16,CLOSED,,326.601,TSLA_swing_breakout_55,268.4957,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 296.91/242.89, ret20 24.35%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
912160197.22,v1_success_monthly,2442.44,2024-11-08,94.8794,ضرب الوقف المتحرك/الفني,2024-11-07,93.94,v1_breakout,103.334,95.09,21,V3-0095,84.3207,93.94,9121601.97,0.0,TRAILING_WIN,24.42,1.0,v3_adaptive_quality,26,CLOSED,,94.8794,MRVL_monthly_breakout_100,84.3207,MRVL,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 93.94/82.76, ret20 29.50%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
23809265646.84,v1_success_swing,4818.3,2024-11-11,356.5542,ضرب الوقف المتحرك/الفني,2024-11-08,321.22,v1_breakout,337.281,358.64,10,V3-0096,288.9729,321.22,238092656.47,0.0,TRAILING_WIN,530.01,11.0,v3_adaptive_quality,15,CLOSED,,356.5542,TSLA_swing_breakout_55,288.9729,TSLA,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 321.22/248.06, ret20 47.48%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
26547806990.84,v1_success_swing,5250.0,2024-11-14,312.92,ضرب الوقف المتحرك/الفني,2024-11-11,350.0,v1_breakout,367.5,350.0,10,V3-0097,312.92,330.24,265478069.91,0.0,LOSS,-556.2,-10.59,v3_adaptive_quality,15,CLOSED,,312.92,TSLA_swing_breakout_55,312.92,TSLA,swing,0.0,-5.65,"SPY:داعم / QQQ:داعم / SOXX:ضغط; اختراق: close/MA20 350.00/254.60, ret20 59.70%",80.32,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
803193405.96,v1_success_monthly,2667.33,2024-11-15,95.47,ضرب الوقف المتحرك/الفني,2024-11-13,98.79,v1_rsi_recovery,108.669,98.8375,21,V3-0098,95.47,96.4875,8031934.06,0.0,TRAILING_WIN,-89.64,-3.36,v3_adaptive_quality,27,CLOSED,,95.47,ANET_monthly_rsi_21_45,95.47,ANET,monthly,0.0,-2.33,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 49.75, close/MA200 98.79/81.56",54.41,خفض محدود لجودة أقل من المطلوب
947190443.9,v1_success_monthly,6985.73,2024-11-25,102.2549,ضرب الوقف المتحرك/الفني,2024-11-21,101.2425,v1_rsi_recovery,111.3668,103.1875,21,V3-0099,92.1,101.62,9471904.44,0.0,TRAILING_WIN,69.86,1.0,v3_adaptive_quality,69,CLOSED,,102.2549,ANET_monthly_rsi_21_45,92.1,ANET,monthly,0.0,0.37,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 54.09, close/MA200 101.24/82.43",54.41,خفض محدود لجودة أقل من المطلوب
3208533752.61,v1_success_swing,8237.0,2024-11-27,160.6,ضرب الوقف المتحرك/الفني,2024-11-26,164.74,v1_rsi_recovery,172.977,164.74,10,V3-0100,160.6,164.74,32085337.53,0.0,LOSS,-207.0,-2.51,v3_adaptive_quality,50,CLOSED,,160.6,AVGO_swing_rsi_7_30,160.6,AVGO,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 23.68, close/MA200 164.74/151.96",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
