date,value,cash,open_trades
2024-09-17,15798.48,15798.48,0
2024-09-18,15798.48,15798.48,0
2024-09-19,15798.48,9508.56,1
2024-09-20,15713.64,9508.56,1
2024-09-23,15540.6,9508.56,1
2024-09-24,15489.36,9508.56,1
2024-09-25,15487.68,5782.1,2
2024-09-26,15827.42,5805.35,2
2024-09-27,15548.56,5805.35,2
2024-09-30,15637.27,5805.35,2
2024-10-01,15385.64,5805.35,2
2024-10-02,15531.65,3525.9,3
2024-10-03,15610.69,3525.9,3
2024-10-04,15908.17,5981.93,2
2024-10-07,15935.75,5981.93,2
2024-10-08,15920.57,5977.73,2
2024-10-09,15858.73,5977.73,2
2024-10-10,15683.05,5977.73,2
2024-10-11,15888.15,5977.73,2
2024-10-14,15966.49,7436.71,2
2024-10-15,16181.14,9748.93,1
2024-10-16,16245.46,16245.46,0
2024-10-17,16245.46,16245.46,0
2024-10-18,16245.46,16245.46,0
2024-10-21,16245.46,9778.51,1
2024-10-22,16240.06,9778.51,1
2024-10-23,16058.71,9778.51,1
2024-10-24,16096.96,6008.81,2
2024-10-25,16223.2,3662.53,3
2024-10-28,16239.22,9915.82,1
2024-10-29,16272.07,5972.54,2
2024-10-30,16128.92,5972.54,2
2024-10-31,15675.74,9701.54,1
2024-11-01,15794.54,5886.89,2
2024-11-04,15861.94,9739.69,1
2024-11-05,16035.64,9739.69,1
2024-11-06,16271.31,2216.49,4
2024-11-07,16450.83,2391.71,4
2024-11-08,16470.91,3872.01,3
2024-11-11,16854.88,4163.44,3
2024-11-12,16601.02,4163.44,3
2024-11-13,16543.64,2582.8,4
2024-11-14,16204.42,6024.92,3
2024-11-15,16044.6,7552.44,2
2024-11-18,16090.22,7552.44,2
2024-11-19,16442.88,7552.44,2
2024-11-20,16365.81,7552.44,2
2024-11-21,16611.65,8564.59,2
2024-11-22,16729.81,11039.09,1
2024-11-25,16765.36,16765.36,0
2024-11-26,16765.36,10175.76,1
2024-11-27,16599.76,16599.76,0
2024-11-29,16599.76,10116.56,1
2024-12-02,16664.59,10078.11,1
2024-12-03,16730.45,10172.6,1
2024-12-04,16992.76,10258.21,1
2024-12-05,16720.3,10258.21,1
2024-12-06,16728.28,10258.21,1
2024-12-09,16450.12,16450.12,0
2024-12-10,16450.12,16450.12,0
2024-12-11,16450.12,3933.1,3
2024-12-12,16370.94,9939.35,1
2024-12-13,16838.1,4088.53,3
2024-12-16,17032.02,4274.64,3
2024-12-17,16475.78,4176.1,3
2024-12-18,16489.4,16489.4,0
2024-12-19,16489.4,9942.8,1
2024-12-20,16554.87,2224.82,4
2024-12-23,16764.17,16764.17,0
2024-12-24,16764.17,16764.17,0
2024-12-26,16764.17,16764.17,0
2024-12-27,16764.17,16764.17,0
2024-12-30,16764.17,16764.17,0
2024-12-31,16764.17,16764.17,0
2025-01-02,16764.17,16764.17,0
2025-01-03,16764.17,16764.17,0
2025-01-06,16764.17,16764.17,0
2025-01-07,16764.17,16764.17,0
2025-01-08,16764.17,16764.17,0
2025-01-10,16764.17,16764.17,0
2025-01-13,16764.17,10230.76,1
2025-01-14,16829.5,16829.5,0
2025-01-15,16829.5,6203.91,2
2025-01-16,16935.75,16935.75,0
2025-01-17,16935.75,10198.71,1
2025-01-21,17003.12,6268.84,2
2025-01-22,17110.47,17110.47,0
2025-01-23,17110.47,17110.47,0
2025-01-24,17110.47,17110.47,0
2025-01-27,17110.47,17110.47,0
2025-01-28,17110.47,6216.27,2
2025-01-29,17219.41,6260.68,2
2025-01-30,17929.51,6534.04,2
2025-01-31,18157.42,18157.42,0
2025-02-03,18157.42,18157.42,0
2025-02-04,18157.42,18157.42,0
2025-02-05,18157.42,18157.42,0
2025-02-06,18157.42,18157.42,0
2025-02-07,18157.42,18157.42,0
2025-02-10,18157.42,18157.42,0
2025-02-11,18157.42,18157.42,0
2025-02-12,18157.42,18157.42,0
2025-02-13,18157.42,18157.42,0
2025-02-14,18157.42,10914.74,1
2025-02-18,18229.85,11010.95,1
2025-02-19,17765.75,11010.95,1
2025-02-20,17731.95,11010.95,1
2025-02-21,17400.45,11010.95,1
2025-02-24,17360.15,17360.15,0
2025-02-25,17360.15,17360.15,0
2025-02-26,17360.15,10420.79,1
2025-02-27,17429.54,17429.54,0
2025-02-28,17429.54,6425.2,2
2025-03-03,17607.39,17607.39,0
2025-03-04,17607.39,6423.4,2
2025-03-05,17719.23,4028.75,3
2025-03-06,17387.57,17387.57,0
2025-03-07,17387.57,6469.81,2
2025-03-10,16799.01,6469.81,2
2025-03-11,17114.85,2380.01,4
2025-03-12,17701.24,17701.24,0
2025-03-13,17701.24,17701.24,0
2025-03-14,17701.24,10686.4,1
2025-03-17,17841.54,17841.54,0
2025-03-18,17841.54,17841.54,0
2025-03-19,17841.54,6469.06,2
2025-03-20,17955.27,17955.27,0
2025-03-21,17955.27,17955.27,0
2025-03-24,17955.27,10782.72,1
2025-03-25,18015.75,10782.72,1
2025-03-26,18027.0,18027.0,0
2025-03-27,18027.0,18027.0,0
2025-03-28,18027.0,18027.0,0
2025-03-31,18027.0,10829.7,1
2025-04-01,18039.87,10829.7,1
2025-04-02,18098.97,10871.19,1
2025-04-03,17617.23,17617.23,0
2025-04-04,17617.23,17617.23,0
2025-04-07,17617.23,17617.23,0
2025-04-08,17617.23,6425.88,2
2025-04-09,17911.27,647.33,7
2025-04-10,16929.34,647.33,7
2025-04-11,17326.38,647.33,7
2025-04-14,17450.71,5022.65,6
2025-04-15,17572.19,7469.15,4
2025-04-16,17288.97,7469.15,4
2025-04-17,17098.63,7469.15,4
2025-04-21,16847.57,7469.15,4
2025-04-22,17055.57,4586.29,5
2025-04-23,17670.43,8545.57,2
2025-04-24,18204.03,15651.63,1
2025-04-25,18237.19,10991.56,1
2025-04-28,18309.65,18309.65,0
2025-04-29,18309.65,18309.65,0
2025-04-30,18309.65,18309.65,0
2025-05-01,18309.65,18309.65,0
2025-05-02,18309.65,18309.65,0
2025-05-05,18309.65,11067.17,1
2025-05-06,18167.81,11067.17,1
2025-05-07,18454.5,18454.5,0
2025-05-08,18454.5,18454.5,0
2025-05-09,18454.5,18454.5,0
2025-05-12,18454.5,2542.74,4
2025-05-13,18770.61,6830.13,2
2025-05-14,19454.76,4383.96,3
2025-05-15,19172.52,4383.96,3
2025-05-16,19491.47,11758.25,1
2025-05-19,19331.09,11758.25,1
2025-05-20,19249.91,11758.25,1
2025-05-21,19154.21,11758.25,1
2025-05-22,19065.11,11758.25,1
2025-05-23,18916.99,18916.99,0
2025-05-27,18916.99,7304.51,2
2025-05-28,18725.31,7304.51,2
2025-05-29,19033.12,19033.12,0
2025-05-30,19033.12,19033.12,0
2025-06-02,19033.12,19033.12,0
2025-06-03,19033.12,19033.12,0
2025-06-04,19033.12,19033.12,0
2025-06-05,19033.12,19033.12,0
2025-06-06,19033.12,11446.27,1
2025-06-09,19184.86,19184.86,0
2025-06-10,19184.86,11543.98,1
2025-06-11,19054.66,11543.98,1
2025-06-12,18890.98,11543.98,1
2025-06-13,18703.21,18703.21,0
2025-06-16,18703.21,6776.97,2
2025-06-17,18523.51,14308.55,1
2025-06-18,18549.83,8612.35,2
2025-06-20,18533.19,14479.44,1
2025-06-23,18801.09,14479.44,1
2025-06-24,18943.03,5250.59,3
2025-06-25,19120.26,6970.27,2
2025-06-26,19204.83,5352.65,3
2025-06-27,19175.48,9470.44,2
2025-06-30,19195.64,9470.44,2
2025-07-01,18957.0,9470.44,2
2025-07-02,19027.44,9470.44,2
2025-07-03,19151.46,9629.28,2
2025-07-07,18986.11,12814.75,1
2025-07-08,19054.75,12814.75,1
2025-07-09,19153.3,11497.94,1
2025-07-10,19210.64,11497.94,1
2025-07-11,19229.85,11643.53,1
2025-07-14,19190.75,11643.53,1
2025-07-15,19457.44,7107.64,2
2025-07-16,19534.27,7180.3,2
2025-07-17,19627.36,7190.47,2
2025-07-18,19501.63,7190.47,2
2025-07-21,19455.57,7190.47,2
2025-07-22,19193.7,7190.47,2
2025-07-23,19476.42,7190.47,2
2025-07-24,19707.18,4351.78,3
2025-07-25,19719.61,5604.4,3
2025-07-28,19931.98,4429.43,3
2025-07-29,20133.9,12149.1,1
2025-07-30,20213.75,7364.8,2
2025-07-31,20037.61,20037.61,0
2025-08-01,20037.61,12038.9,1
2025-08-04,20117.6,20117.6,0
2025-08-05,20117.6,20117.6,0
2025-08-06,20117.6,20117.6,0
2025-08-07,20117.6,20117.6,0
2025-08-08,20117.6,20117.6,0
2025-08-11,20117.6,20117.6,0
2025-08-12,20117.6,20117.6,0
2025-08-13,20117.6,4582.56,3
2025-08-14,19826.06,4582.56,3
2025-08-15,19830.36,4582.56,3
2025-08-18,19731.89,4582.56,3
2025-08-19,19819.86,11893.79,1
2025-08-20,19726.64,11893.79,1
2025-08-21,19668.18,11893.79,1
2025-08-22,19899.12,7251.33,2
2025-08-25,19758.5,7251.33,2
2025-08-26,19786.98,2807.53,4
2025-08-27,19729.04,5516.44,3
2025-08-28,20070.04,20070.04,0
2025-08-29,20070.04,20070.04,0
2025-09-02,20070.04,20070.04,0
2025-09-03,20070.04,12055.36,1
2025-09-04,20150.19,12116.59,1
2025-09-05,20310.86,20310.86,0
2025-09-08,20310.86,20310.86,0
2025-09-09,20310.86,12285.14,1
2025-09-10,20551.63,20551.63,0
2025-09-11,20551.63,7643.28,2
2025-09-12,20680.72,8010.64,2
2025-09-15,21567.63,8036.31,2
2025-09-16,21702.94,21702.94,0
2025-09-17,21702.94,8075.42,2
2025-09-18,21839.21,21839.21,0
2025-09-19,21839.21,21839.21,0
2025-09-22,21839.21,7944.49,2
2025-09-23,21978.16,21978.16,0
2025-09-24,21978.16,13248.35,1
2025-09-25,22065.46,13265.41,1
2025-09-26,21998.26,13265.41,1
2025-09-29,22153.46,22153.46,0
2025-09-30,22153.46,13384.2,1
2025-10-01,22184.48,2995.9,4
2025-10-02,22643.3,8334.11,2
2025-10-03,22421.69,8334.11,2
2025-10-06,24278.2,9446.52,2
2025-10-07,24682.49,9593.82,2
2025-10-08,24937.7,9689.41,2
2025-10-09,25168.52,15154.88,1
2025-10-10,25268.66,25268.66,0
2025-10-13,25268.66,25268.66,0
2025-10-14,25268.66,15172.03,1
2025-10-15,25672.53,25672.53,0
2025-10-16,25672.53,25672.53,0
2025-10-17,25672.53,25672.53,0
2025-10-20,25672.53,25672.53,0
2025-10-21,25672.53,25672.53,0
2025-10-22,25672.53,25672.53,0
2025-10-23,25672.53,15688.12,1
2025-10-24,25872.22,15755.42,1
2025-10-27,26074.56,15687.76,1
2025-10-28,26178.43,15724.87,1
2025-10-29,26596.57,16037.53,1
2025-10-30,26384.92,16037.53,1
2025-10-31,26364.52,16037.53,1
2025-11-03,26702.16,26702.16,0
2025-11-04,26702.16,26702.16,0
2025-11-05,26702.16,26702.16,0
2025-11-06,26702.16,26702.16,0
2025-11-07,26702.16,26702.16,0
2025-11-10,26702.16,5981.65,3
2025-11-11,26519.59,5981.65,3
2025-11-12,26713.5,9933.08,2
2025-11-13,26069.59,26069.59,0
2025-11-14,26069.59,26069.59,0
2025-11-17,26069.59,26069.59,0
2025-11-18,26069.59,9496.49,2
2025-11-19,26235.32,2235.5,5
2025-11-20,27167.6,27167.6,0
2025-11-21,27167.6,3612.8,4
2025-11-24,27576.63,10026.6,2
2025-11-25,27752.13,10063.69,2
2025-11-26,28039.05,28039.05,0
2025-11-28,28039.05,28039.05,0
2025-12-01,28039.05,16884.01,1
2025-12-02,28262.15,28262.15,0
2025-12-03,28262.15,17039.75,1
2025-12-04,28374.37,17188.19,1
2025-12-05,28315.2,17188.19,1
2025-12-08,28486.23,28486.23,0
2025-12-09,28486.23,17172.75,1
2025-12-10,28599.36,17225.55,1
2025-12-11,28225.44,10371.66,2
2025-12-12,27119.31,10371.66,2
2025-12-15,27156.03,4192.63,4
2025-12-16,27206.69,4065.01,4
2025-12-17,26786.59,10497.13,2
2025-12-18,27242.56,10497.13,2
2025-12-19,27527.32,6412.81,3
2025-12-22,27635.6,10537.97,2
2025-12-23,28019.93,6346.13,3
2025-12-24,27887.43,10579.89,2
2025-12-26,27923.55,10579.89,2
2025-12-29,27970.02,10579.89,2
2025-12-30,28005.81,10579.89,2
2025-12-31,27714.96,10579.89,2
2026-01-02,28497.29,17502.32,1
2026-01-05,28989.87,6520.94,3
2026-01-06,29214.56,29214.56,0
2026-01-07,29214.56,29214.56,0
2026-01-08,29214.56,29214.56,0
2026-01-09,29214.56,17830.55,1
2026-01-12,29328.4,29328.4,0
2026-01-13,29328.4,17634.7,1
2026-01-14,28892.8,17634.7,1
2026-01-15,29445.34,29445.34,0
2026-01-16,29445.34,29445.34,0
2026-01-20,29445.34,29445.34,0
2026-01-21,29445.34,17704.74,1
2026-01-22,29562.75,17891.17,1
2026-01-23,30146.33,6756.18,3
2026-01-26,29630.17,4157.38,4
2026-01-27,29788.05,6782.17,3
2026-01-28,29967.53,6672.21,3
2026-01-29,30291.85,4233.51,4
2026-01-30,29223.27,29223.27,0
2026-02-02,29223.27,10583.07,2
2026-02-03,28973.7,28973.7,0
2026-02-04,28973.7,17575.85,1
2026-02-05,29201.66,10632.97,2
2026-02-06,30014.91,4061.06,4
2026-02-09,30076.48,18841.76,2
2026-02-10,29945.65,6881.2,4
2026-02-11,31577.29,31577.29,0
2026-02-12,31577.29,11551.66,2
2026-02-13,31977.81,31977.81,0
2026-02-17,31977.81,31977.81,0
2026-02-18,31977.81,31977.81,0
2026-02-19,31977.81,31977.81,0
2026-02-20,31977.81,31977.81,0
2026-02-23,31977.81,31977.81,0
2026-02-24,31977.81,11686.27,2
2026-02-25,32434.6,32434.6,0
2026-02-26,32434.6,32434.6,0
2026-02-27,32434.6,32434.6,0
2026-03-02,32434.6,32434.6,0
2026-03-03,32434.6,32434.6,0
2026-03-04,32434.6,4494.76,4
2026-03-05,33186.64,30395.8,1
2026-03-06,33055.21,12006.26,2
2026-03-09,33265.7,19963.25,1
2026-03-10,33531.75,20187.49,1
2026-03-11,33665.19,33665.19,0
2026-03-12,33665.19,33665.19,0
2026-03-13,33665.19,20308.19,1
2026-03-16,33798.76,20336.5,1
2026-03-17,33933.38,33933.38,0
2026-03-18,33933.38,20462.45,1
2026-03-19,33952.19,20462.45,1
2026-03-20,33453.23,20462.45,1
2026-03-23,34068.09,20522.67,1
2026-03-24,33890.85,20522.67,1
2026-03-25,33912.69,7450.18,3
2026-03-26,32993.84,19998.2,1
2026-03-27,32955.62,19889.06,1
2026-03-30,33086.29,12094.69,2
2026-03-31,33296.21,1715.56,6
2026-04-01,33827.4,20381.94,1
2026-04-02,33877.8,20381.94,1
2026-04-06,34365.22,34365.22,0
2026-04-07,34365.22,20733.94,1
2026-04-08,35455.72,7783.79,3
2026-04-09,35886.95,13053.59,2
2026-04-10,36689.02,13365.85,2
2026-04-13,36971.95,13480.58,2
2026-04-14,37512.63,13751.96,2
2026-04-15,37750.24,13800.79,2
2026-04-16,38072.61,14013.78,2
2026-04-17,38265.05,10597.92,3
2026-04-20,38976.97,16519.39,2
2026-04-21,39071.51,16632.72,2
2026-04-22,39331.31,10256.81,3
2026-04-23,39707.0,14392.92,2
2026-04-24,41895.37,9256.12,3
2026-04-27,41496.95,15687.06,3
2026-04-28,40780.04,30547.88,1
2026-04-29,40591.88,30547.88,1
2026-04-30,40134.34,8968.55,3
2026-05-01,40226.6,5642.62,5
2026-05-04,40030.03,30808.45,1
2026-05-05,40400.47,18673.25,2
2026-05-06,43144.71,26289.11,1
2026-05-07,42627.51,26289.11,1
2026-05-08,43481.82,9907.3,3
2026-05-11,43990.53,6093.16,4
2026-05-12,43670.48,14416.27,4
2026-05-13,44240.54,12436.49,3
2026-05-14,44768.29,7545.25,4
2026-05-15,43094.46,7545.25,4
2026-05-18,42619.45,4569.34,5
2026-05-19,42317.97,8397.27,5
2026-05-20,43205.37,5180.75,5
2026-05-21,43664.77,13696.75,3
2026-05-22,43805.28,31316.14,1
