avg_dollar_volume,behavior,capital,close_date,close_price,close_reason,close_time_et,entry_date,entry_price,entry_rule,exit_price,held_sessions,highest_price,hold_days,id,initial_stop_price,latest_price,liquidity_cap,market_value,outcome,realized_pnl,realized_pnl_pct,selected_version,shares,status,stop_cap_pct,stop_price,strategy_id,strategy_source,technical_initial_stop_price,ticker,timeframe,unrealized_pnl,unrealized_pnl_pct,v3_quality_score,v3_reason
17523733596.33,raw_breakout_monthly,3757.82,2021-10-26,362.1172,تحقق الهدف - تنفيذ خمس دقائق,10:20:00,2021-10-25,341.62,raw_breakout,362.1172,1,341.62,10,V31-0129,313.9996,341.62,175237335.96,0.0,WIN,225.47,6.0,v31_from_v3:v3_raw_rebuild,11,CLOSED,,313.9996,TSLA_monthly_raw_breakout_55_6_10_40_none,V3,313.9996,TSLA,monthly,0.0,-0.0,113.56,نقاط الجودة 113.56؛ فوز 100.00%؛ متوسط 4.44%؛ أسوأ 1.00%
4773088985.15,v1_success_monthly,20479.17,2021-11-03,26.5897,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-10-29,25.567,v1_breakout,28.1237,3,26.678,21,V31-0130,23.5662,26.401,47730889.85,0.0,TRAILING_WIN,819.18,4.0,v31_from_v2:v2_from_v1_success,801,CLOSED,,26.5897,NVDA_monthly_breakout_100,V2,23.5662,NVDA,monthly,0.0,3.26,,
22506420690.59,raw_breakout_swing,12254.0,2021-11-01,386.1867,تحقق الهدف - تنفيذ خمس دقائق,11:20:00,2021-10-29,371.3333,raw_breakout,386.1867,1,371.3333,10,V31-0131,345.0595,371.3333,225064206.91,0.0,WIN,490.16,4.0,v31_from_v3:v3_raw_rebuild,33,CLOSED,,345.0595,TSLA_swing_raw_breakout_55_4_10_40_none,V3,345.0595,TSLA,swing,0.0,0.0,113.56,نقاط الجودة 113.56؛ فوز 100.00%؛ متوسط 4.44%؛ أسوأ 1.00%
22506420690.59,raw_breakout_monthly,7055.33,2021-11-01,393.6133,تحقق الهدف - تنفيذ خمس دقائق,12:55:00,2021-10-29,371.3333,raw_breakout,393.6133,1,371.3333,10,V31-0132,331.9226,371.3333,225064206.91,0.0,WIN,423.32,6.0,v31_from_v3:v3_raw_rebuild,19,CLOSED,,331.9226,TSLA_monthly_raw_breakout_55_6_10_40_none,V3,331.9226,TSLA,monthly,0.0,0.0,113.56,نقاط الجودة 113.56؛ فوز 100.00%؛ متوسط 4.44%؛ أسوأ 1.00%
24574801386.02,raw_breakout_swing,12488.76,2021-11-05,412.9349,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-01,402.8633,raw_breakout,418.9779,4,414.4967,10,V31-0133,373.0005,409.97,245748013.86,0.0,TRAILING_WIN,312.22,2.5,v31_from_v3:v3_raw_rebuild,31,CLOSED,,412.9349,TSLA_swing_raw_breakout_55_4_10_40_none,V3,373.0005,TSLA,swing,0.0,1.76,113.56,نقاط الجودة 113.56؛ فوز 100.00%؛ متوسط 4.44%؛ أسوأ 1.00%
24574801386.02,raw_breakout_monthly,7654.4,2021-11-05,412.9349,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-01,402.8633,raw_breakout,427.0351,4,414.4967,10,V31-0134,358.069,409.97,245748013.86,0.0,TRAILING_WIN,191.36,2.5,v31_from_v3:v3_raw_rebuild,19,CLOSED,,412.9349,TSLA_monthly_raw_breakout_55_6_10_40_none,V3,358.069,TSLA,monthly,0.0,1.76,113.56,نقاط الجودة 113.56؛ فوز 100.00%؛ متوسط 4.44%؛ أسوأ 1.00%
397427082.19,raw_breakout_swing,4544.15,2021-11-05,72.7064,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-11-02,69.91,raw_breakout,72.7064,3,71.63,8,V31-0135,66.7546,71.54,3974270.82,0.0,WIN,181.77,4.0,v31_from_v3:v3_raw_rebuild,65,CLOSED,,71.3082,MRVL_swing_raw_breakout_20_4_8_40_none,V3,66.7546,MRVL,swing,0.0,2.33,115.34,نقاط الجودة 115.34؛ فوز 100.00%؛ متوسط 3.58%؛ أسوأ 1.00%
5330911633.09,v1_success_swing,11225.58,2021-11-04,137.0565,تحقق الهدف - تنفيذ خمس دقائق,14:20:00,2021-11-03,130.53,v1_breakout,137.0565,1,130.53,10,V31-0136,122.3609,130.53,53309116.33,0.0,WIN,561.28,5.0,v31_from_v2:v2_from_v1_success,86,CLOSED,,122.3609,AMD_swing_breakout_20,V2,122.3609,AMD,swing,0.0,-0.0,,
6345612244.25,v1_success_monthly,11532.99,2021-11-08,31.291,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-04,29.801,v1_breakout,32.7811,2,31.4,21,V31-0137,26.7578,29.752,63456122.44,0.0,TRAILING_WIN,576.63,5.0,v31_from_v2:v2_from_v1_success,387,CLOSED,,31.291,NVDA_monthly_breakout_100,V2,26.7578,NVDA,monthly,0.0,-0.16,,
5685067405.77,v1_success_swing,6875.0,2021-11-08,140.9375,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-04,137.5,v1_breakout,144.375,2,141.21,10,V31-0138,128.3487,136.34,56850674.06,0.0,TRAILING_WIN,171.88,2.5,v31_from_v2:v2_from_v1_success,50,CLOSED,,140.9375,AMD_swing_breakout_20,V2,128.3487,AMD,swing,0.0,-0.84,,
343487621.24,raw_breakout_swing,14300.14,2021-11-09,73.6565,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-05,71.86,raw_breakout,74.7344,2,73.76,8,V31-0139,68.7753,73.0,3434876.21,0.0,TRAILING_WIN,357.5,2.5,v31_from_v3:v3_raw_rebuild,199,CLOSED,,73.6565,MRVL_swing_raw_breakout_20_4_8_40_none,V3,68.7753,MRVL,swing,0.0,1.59,115.34,نقاط الجودة 115.34؛ فوز 100.00%؛ متوسط 3.58%؛ أسوأ 1.00%
6854691884.95,v1_success_swing,16217.28,2021-11-10,155.4156,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-08,150.16,v1_breakout,157.668,2,155.65,10,V31-0140,138.7416,148.92,68546918.85,0.0,TRAILING_WIN,567.6,3.5,v31_from_v2:v2_from_v1_success,108,CLOSED,,155.4156,AMD_swing_breakout_20,V2,138.7416,AMD,swing,0.0,-0.83,,
338952979.43,raw_breakout_swing,22319.55,2021-11-22,75.5258,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-18,75.15,raw_breakout,78.156,2,75.7918,8,V31-0141,71.2759,74.58,3389529.79,0.0,TRAILING_WIN,111.61,0.5,v31_from_v3:v3_raw_rebuild,297,CLOSED,,75.5258,MRVL_swing_raw_breakout_20_4_8_40_none,V3,71.2759,MRVL,swing,0.0,-0.76,115.34,نقاط الجودة 115.34؛ فوز 100.00%؛ متوسط 3.58%؛ أسوأ 1.00%
12669433397.8,v1_success_monthly,13424.9,2021-11-23,34.6343,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-19,32.985,v1_breakout,36.2835,2,34.647,21,V31-0142,27.685,31.956,126694333.98,0.0,TRAILING_WIN,671.26,5.0,v31_from_v2:v2_from_v1_success,407,CLOSED,,34.6343,NVDA_monthly_breakout_100,V2,27.685,NVDA,monthly,0.0,-3.12,,
700584880.03,v1_success_swing,22630.04,2021-12-02,56.7162,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-29,56.434,v1_rsi_recovery,59.2557,3,56.848,10,V31-0143,54.3295,55.476,7005848.8,0.0,TRAILING_WIN,113.16,0.5,v31_from_v2:v2_from_v1_success,401,CLOSED,,56.7162,AVGO_swing_rsi_7_30,V2,54.3295,AVGO,swing,0.0,-1.7,,
9222287106.3,v1_success_swing,13600.44,2021-12-01,164.3386,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-11-29,161.91,v1_breakout,170.0055,2,164.4599,10,V31-0144,147.1557,158.37,92222871.06,0.0,TRAILING_WIN,204.0,1.5,v31_from_v2:v2_from_v1_success,84,CLOSED,,164.3386,AMD_swing_breakout_20,V2,147.1557,AMD,swing,0.0,-2.19,,
321005583.03,v1_success_swing,8165.7,2021-12-01,30.4375,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,15:55:00,2021-11-29,31.65,v1_rsi_recovery,33.2325,2,31.65,10,V31-0145,30.4375,31.015,3210055.83,0.0,LOSS,-312.82,-3.83,v31_from_v2:v2_from_v1_success,258,CLOSED,,30.4375,ANET_swing_rsi_14_30,V2,30.4375,ANET,swing,0.0,-2.01,,
232475740.41,v1_success_swing,22652.7,2021-12-06,31.1282,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-02,30.82,v1_rsi_recovery,32.361,2,31.2461,10,V31-0146,29.85,30.3,2324757.4,0.0,TRAILING_WIN,226.53,1.0,v31_from_v2:v2_from_v1_success,735,CLOSED,,31.1282,ANET_swing_rsi_14_30,V2,29.85,ANET,swing,0.0,-1.69,,
581659317.02,raw_breakout_swing,13541.58,2021-12-07,86.9336,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-12-03,83.59,raw_breakout,86.9336,2,86.37,8,V31-0147,76.2123,85.43,5816593.17,0.0,WIN,541.66,4.0,v31_from_v3:v3_raw_rebuild,162,CLOSED,,86.0977,MRVL_swing_raw_breakout_20_4_8_40_none,V3,76.2123,MRVL,swing,0.0,2.2,115.34,نقاط الجودة 115.34؛ فوز 100.00%؛ متوسط 3.58%؛ أسوأ 1.00%
1757046227.4,raw_pullback_swing,17280.25,2021-12-07,148.5245,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-12-06,142.812,raw_pullback_reversal,148.5245,1,142.812,10,V31-0148,134.0,142.812,17570462.27,0.0,WIN,691.21,4.0,v31_from_v3:v3_raw_rebuild,121,CLOSED,,134.0,SHOP_swing_raw_pullback_8_7_4_10_none,V3,134.0,SHOP,swing,0.0,-0.0,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1757046227.4,raw_pullback_monthly,10425.28,2021-12-07,151.3807,تحقق الهدف - تنفيذ خمس دقائق,10:15:00,2021-12-06,142.812,raw_pullback_reversal,151.3807,1,142.812,21,V31-0149,134.0,142.812,17570462.27,0.0,WIN,625.51,6.0,v31_from_v3:v3_raw_rebuild,73,CLOSED,,134.0,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,134.0,SHOP,monthly,0.0,-0.0,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
208022966.98,v1_success_swing,23493.66,2021-12-09,31.7354,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-07,31.5775,v1_rsi_recovery,33.1564,2,31.7588,10,V31-0150,29.76,31.37,2080229.67,0.0,TRAILING_WIN,117.48,0.5,v31_from_v2:v2_from_v1_success,744,CLOSED,,31.7354,ANET_swing_rsi_14_30,V2,29.76,ANET,swing,0.0,-0.66,,
691542956.57,raw_breakout_swing,14092.54,2021-12-09,93.7977,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-07,91.51,raw_breakout,95.1704,2,93.85,8,V31-0151,82.8923,91.29,6915429.57,0.0,TRAILING_WIN,352.31,2.5,v31_from_v3:v3_raw_rebuild,154,CLOSED,,93.7977,MRVL_swing_raw_breakout_20_4_8_40_none,V3,82.8923,MRVL,swing,0.0,-0.24,115.34,نقاط الجودة 115.34؛ فوز 100.00%؛ متوسط 3.58%؛ أسوأ 1.00%
1803313098.08,raw_pullback_swing,8362.81,2021-12-09,152.8113,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-07,152.051,raw_pullback_reversal,158.133,2,153.494,10,V31-0152,134.7611,152.029,18033130.98,0.0,TRAILING_WIN,41.81,0.5,v31_from_v3:v3_raw_rebuild,55,CLOSED,,152.8113,SHOP_swing_raw_pullback_8_7_4_10_none,V3,134.7611,SHOP,swing,0.0,-0.01,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1803313098.08,raw_pullback_monthly,5017.68,2021-12-09,152.8113,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-07,152.051,raw_pullback_reversal,161.1741,2,153.494,21,V31-0153,134.0,152.029,18033130.98,0.0,TRAILING_WIN,25.09,0.5,v31_from_v3:v3_raw_rebuild,33,CLOSED,,152.8113,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,134.0,SHOP,monthly,0.0,-0.01,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
206188951.59,v1_success_monthly,23687.56,2021-12-14,33.3259,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-10,32.6725,v1_rsi_recovery,35.9398,2,33.48,21,V31-0154,29.76,33.045,2061889.52,0.0,TRAILING_WIN,473.72,2.0,v31_from_v2:v2_from_v1_success,725,CLOSED,,33.3259,ANET_monthly_rsi_21_45,V2,29.76,ANET,monthly,0.0,1.14,,
837127172.89,raw_pullback_monthly,23859.9,2021-12-17,89.2537,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-15,88.37,raw_pullback_reversal,93.6722,2,89.57,25,V31-0155,73.5088,83.59,8371271.73,0.0,TRAILING_WIN,238.6,1.0,v31_from_v3:v3_raw_rebuild,270,CLOSED,,89.2537,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,73.5088,MRVL,monthly,0.0,-5.41,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
890559672.63,raw_pullback_monthly,23948.55,2021-12-22,86.971,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-17,84.03,raw_pullback_reversal,89.0718,3,87.29,25,V31-0156,69.301,86.3,8905596.73,0.0,TRAILING_WIN,838.19,3.5,v31_from_v3:v3_raw_rebuild,285,CLOSED,,86.971,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,69.301,MRVL,monthly,0.0,2.7,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
806488675.89,raw_trend_resume_swing,14412.78,2021-12-27,70.3562,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-21,68.307,raw_trend_resume,71.0393,3,70.691,13,V31-0157,65.39,69.872,8064886.76,0.0,TRAILING_WIN,432.38,3.0,v31_from_v3:v3_raw_rebuild,211,CLOSED,,70.3562,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,65.39,LRCX,swing,0.0,2.29,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
806488675.89,raw_pullback_monthly,8606.68,2021-12-27,70.3562,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-21,68.307,raw_pullback_reversal,72.4054,3,70.691,25,V31-0158,63.841,69.872,8064886.76,0.0,TRAILING_WIN,258.2,3.0,v31_from_v3:v3_raw_rebuild,126,CLOSED,,70.3562,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,63.841,LRCX,monthly,0.0,2.29,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
1625498625.13,raw_pullback_swing,5206.42,2021-12-23,139.0662,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-21,137.011,raw_pullback_reversal,142.4914,2,139.235,10,V31-0159,127.3274,138.563,16254986.25,0.0,TRAILING_WIN,78.1,1.5,v31_from_v3:v3_raw_rebuild,38,CLOSED,,139.0662,SHOP_swing_raw_pullback_8_7_4_10_none,V3,127.3274,SHOP,swing,0.0,1.13,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1625498625.13,raw_pullback_monthly,3014.24,2021-12-23,139.0662,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-12-21,137.011,raw_pullback_reversal,145.2317,2,139.235,21,V31-0160,127.3274,138.563,16254986.25,0.0,TRAILING_WIN,45.22,1.5,v31_from_v3:v3_raw_rebuild,22,CLOSED,,139.0662,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,127.3274,SHOP,monthly,0.0,1.13,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
600882715.0,raw_pullback_monthly,24632.64,2022-01-10,81.58,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-06,85.53,raw_pullback_reversal,90.6618,2,85.87,25,V31-0161,81.58,83.11,6008827.15,0.0,LOSS,-1137.6,-4.62,v31_from_v3:v3_raw_rebuild,288,CLOSED,,81.58,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,81.58,MRVL,monthly,0.0,-2.83,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
615928281.81,raw_trend_resume_swing,24168.24,2022-01-13,70.0138,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2022-01-11,67.321,raw_trend_resume,70.0138,2,68.902,13,V31-0162,64.321,68.632,6159282.82,0.0,WIN,966.71,4.0,v31_from_v3:v3_raw_rebuild,359,CLOSED,,68.6674,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,64.321,LRCX,swing,0.0,1.95,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
657724540.18,raw_pullback_monthly,24579.84,2022-01-19,77.39,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:40:00,2022-01-14,83.04,raw_pullback_reversal,88.0224,2,83.04,25,V31-0163,77.39,77.67,6577245.4,0.0,LOSS,-1672.4,-6.8,v31_from_v3:v3_raw_rebuild,296,CLOSED,,77.39,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,77.39,MRVL,monthly,0.0,-6.47,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
222836358.3,v1_success_monthly,14742.44,2022-01-19,31.4725,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,11:20:00,2022-01-18,31.7725,v1_rsi_recovery,34.9497,1,31.7725,21,V31-0164,31.4725,31.7725,2228363.58,0.0,LOSS,-139.2,-0.94,v31_from_v2:v2_from_v1_success,464,CLOSED,,31.4725,ANET_monthly_rsi_21_45,V2,31.4725,ANET,monthly,0.0,-0.0,,
617187425.22,raw_rsi_recovery_swing,8791.47,2022-01-19,87.0775,تحقق الهدف - تنفيذ خمس دقائق,09:45:00,2022-01-18,83.7283,raw_rsi_recovery,87.0775,1,83.7283,5,V31-0165,81.0667,83.7283,6171874.25,0.0,WIN,351.67,4.0,v31_from_v3:v3_raw_rebuild,105,CLOSED,,81.0667,PANW_swing_raw_rsi_10_30_4_5_none,V3,81.0667,PANW,swing,0.0,0.0,97.5,نقاط الجودة 97.50؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
617187425.22,raw_rsi_recovery_monthly,5274.88,2022-01-20,87.4961,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-18,83.7283,raw_rsi_recovery,88.752,2,87.8987,10,V31-0166,81.0667,86.6017,6171874.25,0.0,TRAILING_WIN,237.37,4.5,v31_from_v3:v3_raw_rebuild,63,CLOSED,,87.4961,PANW_monthly_raw_rsi_10_30_6_10_none,V3,81.0667,PANW,monthly,0.0,3.43,97.5,نقاط الجودة 97.50؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
827839091.44,raw_pullback_monthly,24064.43,2022-01-27,57.6,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-24,62.182,raw_pullback_reversal,65.9129,3,62.182,25,V31-0167,57.6,59.667,8278390.91,0.0,LOSS,-1773.23,-7.37,v31_from_v3:v3_raw_rebuild,387,CLOSED,,57.6,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,57.6,LRCX,monthly,0.0,-4.04,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
732602321.91,raw_rsi_recovery_swing,14454.02,2022-01-31,86.2333,انتهاء مدة الاحتفاظ,16:00:00,2022-01-24,84.035,raw_rsi_recovery,87.3964,5,84.0717,5,V31-0168,75.96,82.695,7326023.22,0.0,TIMEOUT_WIN,378.11,2.62,v31_from_v3:v3_raw_rebuild,172,CLOSED,,75.96,PANW_swing_raw_rsi_10_30_4_5_none,V3,75.96,PANW,swing,0.0,-1.59,97.5,نقاط الجودة 97.50؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
732602321.91,raw_rsi_recovery_monthly,8655.6,2022-02-01,86.1359,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-24,84.035,raw_rsi_recovery,89.0771,6,86.5267,10,V31-0169,75.96,86.2333,7326023.22,0.0,TRAILING_WIN,216.4,2.5,v31_from_v3:v3_raw_rebuild,103,CLOSED,,86.1359,PANW_monthly_raw_rsi_10_30_6_10_none,V3,75.96,PANW,monthly,0.0,2.62,97.5,نقاط الجودة 97.50؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
1377508071.45,v1_success_swing,5181.22,2022-01-28,56.8262,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-26,55.712,v1_rsi_recovery,58.4976,2,57.0255,10,V31-0170,51.4054,54.231,13775080.71,0.0,TRAILING_WIN,103.62,2.0,v31_from_v2:v2_from_v1_success,93,CLOSED,,56.8262,AVGO_swing_rsi_7_30,V2,51.4054,AVGO,swing,0.0,-2.66,,
1452739029.79,v1_success_monthly,14170.53,2022-02-01,58.5304,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-28,56.01,v1_rsi_recovery,61.611,2,58.637,21,V31-0171,51.34,58.588,14527390.3,0.0,TRAILING_WIN,637.66,4.5,v31_from_v2:v2_from_v1_success,253,CLOSED,,58.5304,AVGO_monthly_rsi_14_30,V2,51.34,AVGO,monthly,0.0,4.6,,
238119810.74,v1_success_swing,8503.44,2022-02-01,30.9489,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-28,30.0475,v1_rsi_recovery,31.5499,2,31.09,10,V31-0172,28.7125,31.0775,2381198.11,0.0,TRAILING_WIN,255.1,3.0,v31_from_v2:v2_from_v1_success,283,CLOSED,,30.9489,ANET_swing_rsi_14_30,V2,28.7125,ANET,swing,0.0,3.43,,
970167173.47,raw_pullback_monthly,5106.37,2022-02-01,58.9197,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-01-28,56.114,raw_pullback_reversal,59.4808,2,58.997,25,V31-0173,53.0,58.992,9701671.73,0.0,TRAILING_WIN,255.32,5.0,v31_from_v3:v3_raw_rebuild,91,CLOSED,,58.9197,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,53.0,LRCX,monthly,0.0,5.13,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
861204213.6,raw_pullback_monthly,3050.72,2022-01-31,70.2992,تحقق الهدف - تنفيذ خمس دقائق,14:40:00,2022-01-28,66.32,raw_pullback_reversal,70.2992,1,66.32,25,V31-0174,62.55,66.32,8612042.14,0.0,WIN,183.04,6.0,v31_from_v3:v3_raw_rebuild,46,CLOSED,,62.55,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,62.55,MRVL,monthly,0.0,-0.0,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
12324685149.27,v1_success_swing,24197.41,2022-02-08,25.1702,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-04,24.319,v1_rsi_recovery,25.535,2,25.182,10,V31-0175,21.1933,24.728,123246851.49,0.0,TRAILING_WIN,846.94,3.5,v31_from_v2:v2_from_v1_success,995,CLOSED,,25.1702,NVDA_swing_rsi_21_35,V2,21.1933,NVDA,swing,0.0,1.68,,
835730631.24,raw_pullback_monthly,24480.0,2022-02-10,77.6475,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-08,76.5,raw_pullback_reversal,81.09,2,77.955,25,V31-0176,63.0804,77.74,8357306.31,0.0,TRAILING_WIN,367.2,1.5,v31_from_v3:v3_raw_rebuild,320,CLOSED,,77.6475,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,63.0804,MRVL,monthly,0.0,1.62,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
217320136.48,v1_success_monthly,14723.8,2022-02-11,32.6836,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-09,32.36,v1_rsi_recovery,35.596,2,32.6875,21,V31-0177,28.8908,31.7675,2173201.36,0.0,TRAILING_WIN,147.24,1.0,v31_from_v2:v2_from_v1_success,455,CLOSED,,32.6836,ANET_monthly_rsi_21_45,V2,28.8908,ANET,monthly,0.0,-1.83,,
267362058.81,v1_success_monthly,24721.09,2022-02-17,33.1347,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-15,32.485,v1_rsi_recovery,35.7335,2,33.24,21,V31-0178,28.8577,33.11,2673620.59,0.0,TRAILING_WIN,494.42,2.0,v31_from_v2:v2_from_v1_success,761,CLOSED,,33.1347,ANET_monthly_rsi_21_45,V2,28.8577,ANET,monthly,0.0,1.92,,
872023745.91,raw_pullback_monthly,14845.5,2022-02-24,53.0,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-15,59.382,raw_pullback_reversal,62.9449,6,59.54,25,V31-0179,53.0,54.239,8720237.46,0.0,LOSS,-1595.5,-10.75,v31_from_v3:v3_raw_rebuild,250,CLOSED,,53.0,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,53.0,LRCX,monthly,0.0,-8.66,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
776847962.16,raw_pullback_monthly,8900.4,2022-02-24,62.55,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-15,74.17,raw_pullback_reversal,78.6202,6,74.17,25,V31-0180,62.55,64.82,7768479.62,0.0,LOSS,-1394.4,-15.67,v31_from_v3:v3_raw_rebuild,120,CLOSED,,62.55,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,62.55,MRVL,monthly,0.0,-12.61,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
721744046.86,raw_pullback_monthly,23753.54,2022-02-28,57.1323,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2022-02-24,56.288,raw_pullback_reversal,59.6653,2,57.388,25,V31-0181,51.955,57.32,7217440.47,0.0,TRAILING_WIN,356.29,1.5,v31_from_v3:v3_raw_rebuild,422,CLOSED,,57.1323,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,51.955,LRCX,monthly,0.0,1.83,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
