avg_dollar_volume,behavior,capital,close_date,close_price,close_reason,close_time_et,entry_date,entry_price,entry_rule,exit_price,held_sessions,highest_price,hold_days,id,initial_stop_price,latest_price,liquidity_cap,market_value,outcome,realized_pnl,realized_pnl_pct,selected_version,shares,status,stop_cap_pct,stop_price,strategy_id,strategy_source,technical_initial_stop_price,ticker,timeframe,unrealized_pnl,unrealized_pnl_pct
378080740.61,اختراق,3950.1,2021-01-19,53.352,تحقق الهدف - تنفيذ خمس دقائق,12:45:00,2021-01-14,51.3,قاعدة اختراق,53.352,2,51.7,8,V31-0001,47.9991,50.77,3780807.41,0.0,WIN,158.0,4.0,السياسة المعتمدة,77,CLOSED,,51.5565,MRVL_swing_breakout_approved,معتمد,47.9991,MRVL,swing,0.0,-1.03
393580475.94,اختراق,4034.8,2021-01-21,55.6802,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-01-19,53.7973,قاعدة اختراق,55.9492,2,55.7,8,V31-0002,50.0921,54.05,3935804.76,0.0,TRAILING_WIN,141.22,3.5,السياسة المعتمدة,75,CLOSED,,55.6802,MRVL_swing_breakout_approved,معتمد,50.0921,MRVL,swing,0.0,0.47
770201976.76,ترند,4076.95,2021-02-04,52.1231,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-02,51.607,متابعة ترند,53.6713,2,52.149,13,V31-0003,48.1051,50.433,7702019.77,0.0,TRAILING_WIN,40.77,1.0,السياسة المعتمدة,79,CLOSED,,52.1231,LRCX_swing_trend_approved,معتمد,48.1051,LRCX,swing,0.0,-2.27
776620583.54,ترند,4104.29,2021-02-08,52.4725,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-04,51.953,متابعة ترند,54.0311,2,52.5,13,V31-0004,48.1051,50.976,7766205.84,0.0,TRAILING_WIN,41.04,1.0,السياسة المعتمدة,79,CLOSED,,52.4725,LRCX_swing_trend_approved,معتمد,48.1051,LRCX,swing,0.0,-1.88
779043024.95,ترند,4102.41,2021-02-10,54.0772,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-08,53.278,متابعة ترند,55.4091,2,54.1,13,V31-0005,48.8052,52.808,7790430.25,0.0,TRAILING_WIN,61.53,1.5,السياسة المعتمدة,77,CLOSED,,54.0772,LRCX_swing_trend_approved,معتمد,48.8052,LRCX,swing,0.0,-0.88
438210004.92,ارتداد,2475.84,2021-02-12,52.0958,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-08,51.58,ارتداد زخم,54.6748,4,52.24,25,V31-0006,48.41,52.11,4382100.05,0.0,TRAILING_WIN,24.76,1.0,السياسة المعتمدة,48,CLOSED,,52.0958,MRVL_monthly_rebound_approved,معتمد,48.41,MRVL,monthly,0.0,1.03
3306126747.45,اختراق,3173.02,2021-02-12,15.201,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-10,14.7583,قاعدة اختراق,16.2341,2,15.2722,21,V31-0007,13.4544,15.27,33061267.47,0.0,TRAILING_WIN,95.2,3.0,السياسة المعتمدة,215,CLOSED,,15.201,NVDA_monthly_breakout_approved,معتمد,13.4544,NVDA,monthly,0.0,3.47
3649696848.9,اختراق,4215.82,2021-02-23,13.9505,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-16,15.3303,قاعدة اختراق,16.8633,5,15.3303,21,V31-0008,13.9505,14.3558,36496968.49,0.0,LOSS,-379.43,-9.0,السياسة المعتمدة,275,CLOSED,,13.9505,NVDA_monthly_breakout_approved,معتمد,13.9505,NVDA,monthly,0.0,-6.36
430908967.29,ارتداد,2523.0,2021-02-22,51.9738,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-18,50.46,ارتداد زخم,53.4876,2,52.22,25,V31-0009,49.25,51.89,4309089.67,0.0,TRAILING_WIN,75.69,3.0,السياسة المعتمدة,50,CLOSED,,51.9738,MRVL_monthly_rebound_approved,معتمد,49.25,MRVL,monthly,0.0,2.83
162407875.74,ارتداد,1515.83,2021-02-22,18.8019,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:10:00,2021-02-19,19.4338,ارتداد زخم,21.3771,1,19.4338,21,V31-0010,18.8019,19.4338,1624078.76,0.0,LOSS,-49.28,-3.25,السياسة المعتمدة,78,CLOSED,,18.8019,ANET_monthly_rebound_approved,معتمد,18.8019,ANET,monthly,0.0,-0.0
454904692.21,ارتداد,4040.14,2021-02-25,46.69,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,15:05:00,2021-02-24,49.27,ارتداد زخم,52.2262,1,49.27,25,V31-0011,46.69,49.27,4549046.92,0.0,LOSS,-211.56,-5.24,السياسة المعتمدة,82,CLOSED,,46.69,MRVL_monthly_rebound_approved,معتمد,46.69,MRVL,monthly,0.0,0.0
635722988.2,ارتداد,3993.89,2021-03-02,48.8665,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,46.987,ارتداد زخم,49.3364,2,49.0,10,V31-0012,45.521,48.958,6357229.88,0.0,TRAILING_WIN,159.76,4.0,السياسة المعتمدة,85,CLOSED,,48.8665,AVGO_swing_rebound_approved,معتمد,45.521,AVGO,swing,0.0,4.19
797270916.63,ترند,2382.2,2021-03-01,58.9878,تحقق الهدف - تنفيذ خمس دقائق,11:30:00,2021-02-26,56.719,متابعة ترند,58.9878,1,56.719,13,V31-0013,53.641,56.719,7972709.17,0.0,WIN,95.29,4.0,السياسة المعتمدة,42,CLOSED,,53.641,LRCX_swing_trend_approved,معتمد,53.641,LRCX,swing,0.0,0.0
448103399.53,ارتداد,1448.4,2021-03-02,49.487,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,48.28,ارتداد زخم,51.1768,2,49.56,25,V31-0014,46.14,49.54,4481034.0,0.0,TRAILING_WIN,36.21,2.5,السياسة المعتمدة,30,CLOSED,,49.487,MRVL_monthly_rebound_approved,معتمد,46.14,MRVL,monthly,0.0,2.61
2044255234.72,ارتداد,776.91,2021-03-02,132.7221,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,129.485,ارتداد زخم,134.6644,2,133.0,10,V31-0015,120.544,130.994,20442552.35,0.0,TRAILING_WIN,19.42,2.5,السياسة المعتمدة,6,CLOSED,,132.7221,SHOP_swing_rebound_approved,معتمد,120.544,SHOP,swing,0.0,1.17
2044255234.72,ارتداد,517.94,2021-03-02,132.7221,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,129.485,ارتداد زخم,137.2541,2,133.0,21,V31-0016,108.1,130.994,20442552.35,0.0,TRAILING_WIN,12.95,2.5,السياسة المعتمدة,4,CLOSED,,132.7221,SHOP_monthly_rebound_approved,معتمد,108.1,SHOP,monthly,0.0,1.17
778592417.32,ترند,1317.38,2021-03-04,54.0004,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:45:00,2021-03-01,59.881,متابعة ترند,62.2762,3,59.881,13,V31-0017,54.0004,55.123,7785924.17,0.0,LOSS,-129.37,-9.82,السياسة المعتمدة,22,CLOSED,,54.0004,LRCX_swing_trend_approved,معتمد,54.0004,LRCX,swing,0.0,-7.95
819142736.42,ارتداد,4052.98,2021-03-09,55.3177,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-05,54.77,ارتداد زخم,58.0562,2,55.452,25,V31-0018,50.014,50.261,8191427.36,0.0,TRAILING_WIN,40.53,1.0,السياسة المعتمدة,74,CLOSED,,55.3177,LRCX_monthly_rebound_approved,معتمد,50.014,LRCX,monthly,0.0,-8.23
525885165.33,ارتداد,2449.68,2021-03-09,42.7656,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-05,41.52,ارتداد زخم,44.0112,2,42.92,25,V31-0019,37.92,40.07,5258851.65,0.0,TRAILING_WIN,73.49,3.0,السياسة المعتمدة,59,CLOSED,,42.7656,MRVL_monthly_rebound_approved,معتمد,37.92,MRVL,monthly,0.0,-3.49
839652079.67,ارتداد,4076.32,2021-03-11,55.1663,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,54.351,ارتداد زخم,57.6121,2,55.199,25,V31-0020,50.167,51.87,8396520.8,0.0,TRAILING_WIN,61.15,1.5,السياسة المعتمدة,75,CLOSED,,55.1663,LRCX_monthly_rebound_approved,معتمد,50.167,LRCX,monthly,0.0,-4.56
560494507.36,ارتداد,2455.6,2021-03-11,44.727,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,43.85,ارتداد زخم,46.481,2,44.89,25,V31-0021,37.92,42.82,5604945.07,0.0,TRAILING_WIN,49.11,2.0,السياسة المعتمدة,56,CLOSED,,44.727,MRVL_monthly_rebound_approved,معتمد,37.92,MRVL,monthly,0.0,-2.35
2350855897.4,ارتداد,1469.96,2021-03-11,116.4662,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,113.074,ارتداد زخم,117.597,2,116.997,10,V31-0022,102.157,108.73,23508558.97,0.0,TRAILING_WIN,44.1,3.0,السياسة المعتمدة,13,CLOSED,,116.4662,SHOP_swing_rebound_approved,معتمد,102.157,SHOP,swing,0.0,-3.84
2350855897.4,ارتداد,904.59,2021-03-11,116.4662,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,113.074,ارتداد زخم,119.8584,2,116.997,21,V31-0023,102.157,108.73,23508558.97,0.0,TRAILING_WIN,27.14,3.0,السياسة المعتمدة,8,CLOSED,,116.4662,SHOP_monthly_rebound_approved,معتمد,102.157,SHOP,monthly,0.0,-3.84
862104160.37,ارتداد,4173.95,2021-03-16,46.9569,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-11,45.369,ارتداد زخم,47.6375,3,47.123,10,V31-0024,41.926,47.077,8621041.6,0.0,TRAILING_WIN,146.08,3.5,السياسة المعتمدة,92,CLOSED,,46.9569,AVGO_swing_rebound_approved,معتمد,41.926,AVGO,swing,0.0,3.76
881563929.93,ارتداد,2516.33,2021-03-17,55.9483,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-11,53.539,ارتداد زخم,56.7513,4,56.017,25,V31-0025,50.167,54.718,8815639.3,0.0,TRAILING_WIN,113.24,4.5,السياسة المعتمدة,47,CLOSED,,55.9483,LRCX_monthly_rebound_approved,معتمد,50.167,LRCX,monthly,0.0,2.2
2259674313.19,ارتداد,1484.91,2021-03-16,118.793,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-03-11,114.224,ارتداد زخم,118.793,3,115.914,10,V31-0026,102.157,115.9,22596743.13,0.0,WIN,59.4,4.0,السياسة المعتمدة,13,CLOSED,,115.3662,SHOP_swing_rebound_approved,معتمد,102.157,SHOP,swing,0.0,1.47
2259674313.19,ارتداد,913.79,2021-03-16,115.3662,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,13:30:00,2021-03-11,114.224,ارتداد زخم,121.0774,3,115.914,21,V31-0027,102.157,115.9,22596743.13,0.0,TRAILING_WIN,9.14,1.0,السياسة المعتمدة,8,CLOSED,,115.3662,SHOP_monthly_rebound_approved,معتمد,102.157,SHOP,monthly,0.0,1.47
182655787.3,ارتداد,559.22,2021-03-16,17.9999,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-12,17.4756,ارتداد زخم,18.3494,2,18.0481,10,V31-0028,16.38,17.9144,1826557.87,0.0,TRAILING_WIN,16.78,3.0,السياسة المعتمدة,32,CLOSED,,17.9999,ANET_swing_rebound_approved,معتمد,16.38,ANET,swing,0.0,2.51
812800838.16,ترند,3228.36,2021-03-18,55.8124,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-16,54.718,متابعة ترند,56.9067,2,55.818,13,V31-0029,50.167,55.301,8128008.38,0.0,TRAILING_WIN,64.57,2.0,السياسة المعتمدة,59,CLOSED,,55.8124,LRCX_swing_trend_approved,معتمد,50.167,LRCX,swing,0.0,1.07
135093934.61,ارتداد,4344.23,2021-03-25,18.0563,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-23,17.8775,ارتداد زخم,19.6653,2,18.1075,21,V31-0030,16.38,17.7781,1350939.35,0.0,TRAILING_WIN,43.45,1.0,السياسة المعتمدة,243,CLOSED,,18.0563,ANET_monthly_rebound_approved,معتمد,16.38,ANET,monthly,0.0,-0.56
1733663382.95,ارتداد,4367.36,2021-03-30,107.0536,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-26,106.521,ارتداد زخم,110.7818,2,107.5828,10,V31-0031,100.514,103.991,17336633.83,0.0,TRAILING_WIN,21.84,0.5,السياسة المعتمدة,41,CLOSED,,107.0536,SHOP_swing_rebound_approved,معتمد,100.514,SHOP,swing,0.0,-2.38
1733663382.95,ارتداد,2556.5,2021-03-30,107.0536,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-26,106.521,ارتداد زخم,112.9123,2,107.5828,21,V31-0032,100.514,103.991,17336633.83,0.0,TRAILING_WIN,12.79,0.5,السياسة المعتمدة,24,CLOSED,,107.0536,SHOP_monthly_rebound_approved,معتمد,100.514,SHOP,monthly,0.0,-2.38
1712510921.05,ارتداد,4299.59,2021-03-31,109.0627,تحقق الهدف - تنفيذ خمس دقائق,09:45:00,2021-03-30,104.868,ارتداد زخم,109.0627,1,104.868,10,V31-0033,100.514,104.868,17125109.21,0.0,WIN,171.98,4.0,السياسة المعتمدة,41,CLOSED,,100.514,SHOP_swing_rebound_approved,معتمد,100.514,SHOP,swing,0.0,0.0
1712510921.05,ارتداد,2621.7,2021-03-31,111.1601,تحقق الهدف - تنفيذ خمس دقائق,10:20:00,2021-03-30,104.868,ارتداد زخم,111.1601,1,104.868,21,V31-0034,100.514,104.868,17125109.21,0.0,WIN,157.3,6.0,السياسة المعتمدة,25,CLOSED,,100.514,SHOP_monthly_rebound_approved,معتمد,100.514,SHOP,monthly,0.0,0.0
3934548530.41,اختراق,4513.82,2021-04-16,16.1432,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-13,15.673,قاعدة اختراق,17.2403,3,16.2142,21,V31-0035,14.2429,16.1247,39345485.3,0.0,TRAILING_WIN,135.42,3.0,السياسة المعتمدة,288,CLOSED,,16.1432,NVDA_monthly_breakout_approved,معتمد,14.2429,NVDA,monthly,0.0,2.88
864905750.3,ارتداد,2688.06,2021-04-19,46.92,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:40:00,2021-04-15,48.001,ارتداد زخم,50.401,2,48.178,10,V31-0036,46.92,47.879,8649057.5,0.0,LOSS,-60.54,-2.25,السياسة المعتمدة,56,CLOSED,,46.92,AVGO_swing_rebound_approved,معتمد,46.92,AVGO,swing,0.0,-0.25
913776136.99,ترند,4490.78,2021-04-23,64.7955,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-21,64.154,متابعة ترند,66.7202,2,64.994,13,V31-0037,60.82,61.454,9137761.37,0.0,TRAILING_WIN,44.91,1.0,السياسة المعتمدة,70,CLOSED,,64.7955,LRCX_swing_trend_approved,معتمد,60.82,LRCX,swing,0.0,-4.21
913776136.99,ارتداد,2694.47,2021-04-23,64.7955,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-21,64.154,ارتداد زخم,68.0032,2,64.994,25,V31-0038,57.5756,61.454,9137761.37,0.0,TRAILING_WIN,26.94,1.0,السياسة المعتمدة,42,CLOSED,,64.7955,LRCX_monthly_rebound_approved,معتمد,57.5756,LRCX,monthly,0.0,-4.21
809549576.97,ارتداد,4568.07,2021-04-27,47.3122,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-23,46.613,ارتداد زخم,48.9436,2,47.3825,10,V31-0039,44.9,47.185,8095495.77,0.0,TRAILING_WIN,68.53,1.5,السياسة المعتمدة,98,CLOSED,,47.3122,AVGO_swing_rebound_approved,معتمد,44.9,AVGO,swing,0.0,1.23
938633387.56,ترند,2698.21,2021-04-27,64.3177,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:35:00,2021-04-23,62.749,متابعة ترند,65.259,2,64.335,13,V31-0040,60.82,64.317,9386333.88,0.0,TRAILING_WIN,67.45,2.5,السياسة المعتمدة,43,CLOSED,,64.3177,LRCX_swing_trend_approved,معتمد,60.82,LRCX,swing,0.0,2.5
398528735.99,ارتداد,1659.24,2021-04-27,47.2422,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:40:00,2021-04-23,46.09,ارتداد زخم,48.8554,2,47.4,25,V31-0041,43.65,47.32,3985287.36,0.0,TRAILING_WIN,41.48,2.5,السياسة المعتمدة,36,CLOSED,,47.2422,MRVL_monthly_rebound_approved,معتمد,43.65,MRVL,monthly,0.0,2.67
3196024070.73,اختراق,940.5,2021-04-28,86.7826,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:35:00,2021-04-26,85.5001,قاعدة اختراق,89.7751,2,87.15,10,V31-0042,79.6308,85.37,31960240.71,0.0,TRAILING_WIN,14.11,1.5,السياسة المعتمدة,11,CLOSED,,86.7826,AMD_swing_breakout_approved,معتمد,79.6308,AMD,swing,0.0,-0.15
1181323284.54,ارتداد,583.0,2021-04-28,121.264,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-04-26,116.6,ارتداد زخم,121.264,2,116.91,10,V31-0043,108.726,115.689,11813232.85,0.0,WIN,23.32,4.0,السياسة المعتمدة,5,CLOSED,,108.726,SHOP_swing_rebound_approved,معتمد,108.726,SHOP,swing,0.0,-0.78
1181323284.54,ارتداد,349.8,2021-04-28,123.596,تحقق الهدف - تنفيذ خمس دقائق,09:55:00,2021-04-26,116.6,ارتداد زخم,123.596,2,116.91,21,V31-0044,101.947,115.689,11813232.85,0.0,WIN,20.99,6.0,السياسة المعتمدة,3,CLOSED,,101.947,SHOP_monthly_rebound_approved,معتمد,101.947,SHOP,monthly,0.0,-0.78
366091393.78,ارتداد,4670.4,2021-05-06,45.592,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-04,44.48,ارتداد زخم,47.1488,2,45.63,25,V31-0045,42.685,44.77,3660913.94,0.0,TRAILING_WIN,116.76,2.5,السياسة المعتمدة,105,CLOSED,,45.592,MRVL_monthly_rebound_approved,معتمد,42.685,MRVL,monthly,0.0,0.65
686147936.12,ارتداد,4710.09,2021-05-10,45.7552,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-06,44.858,ارتداد زخم,49.3438,2,45.838,21,V31-0046,43.731,45.258,6861479.36,0.0,TRAILING_WIN,94.21,2.0,السياسة المعتمدة,105,CLOSED,,45.7552,AVGO_monthly_rebound_approved,معتمد,43.731,AVGO,monthly,0.0,0.89
747501897.4,ترند,2778.48,2021-05-10,63.2876,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-06,61.744,متابعة ترند,64.2138,2,63.48,13,V31-0047,59.02,63.054,7475018.97,0.0,TRAILING_WIN,69.46,2.5,السياسة المعتمدة,45,CLOSED,,63.2876,LRCX_swing_trend_approved,معتمد,59.02,LRCX,swing,0.0,2.12
676787479.83,ارتداد,1719.8,2021-05-10,43.731,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,14:50:00,2021-05-07,45.258,ارتداد زخم,47.5209,1,45.258,10,V31-0048,43.731,45.258,6767874.8,0.0,LOSS,-58.02,-3.37,السياسة المعتمدة,38,CLOSED,,43.731,AVGO_swing_rebound_approved,معتمد,43.731,AVGO,swing,0.0,-0.0
686325797.11,ارتداد,4752.76,2021-05-12,42.305,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:25:00,2021-05-11,44.007,ارتداد زخم,46.2074,1,44.007,10,V31-0049,42.305,44.007,6863257.97,0.0,LOSS,-183.82,-3.87,السياسة المعتمدة,108,CLOSED,,42.305,AVGO_swing_rebound_approved,معتمد,42.305,AVGO,swing,0.0,0.0
1649404218.73,ارتداد,2775.5,2021-05-13,103.175,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,13:35:00,2021-05-11,111.02,ارتداد زخم,115.4608,2,111.02,10,V31-0050,103.175,108.39,16494042.19,0.0,LOSS,-196.12,-7.07,السياسة المعتمدة,25,CLOSED,,103.175,SHOP_swing_rebound_approved,معتمد,103.175,SHOP,swing,0.0,-2.37
1649404218.73,ارتداد,1665.3,2021-05-13,103.175,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,13:35:00,2021-05-11,111.02,ارتداد زخم,117.6812,2,111.02,21,V31-0051,103.175,108.39,16494042.19,0.0,LOSS,-117.67,-7.07,السياسة المعتمدة,15,CLOSED,,103.175,SHOP_monthly_rebound_approved,معتمد,103.175,SHOP,monthly,0.0,-2.37
3490137047.64,ارتداد,4564.19,2021-05-17,14.2801,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-13,13.6652,ارتداد زخم,14.3485,2,14.3281,10,V31-0052,13.459,14.243,34901370.48,0.0,TRAILING_WIN,205.36,4.5,السياسة المعتمدة,334,CLOSED,,14.2801,NVDA_swing_rebound_approved,معتمد,13.459,NVDA,swing,0.0,4.23
707232526.95,ارتداد,2712.78,2021-05-17,44.3518,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-13,43.06,ارتداد زخم,45.213,2,44.512,10,V31-0053,41.914,44.162,7072325.27,0.0,TRAILING_WIN,81.38,3.0,السياسة المعتمدة,63,CLOSED,,44.3518,AVGO_swing_rebound_approved,معتمد,41.914,AVGO,swing,0.0,2.56
839075831.33,ارتداد,1637.24,2021-05-17,60.8119,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-13,58.473,ارتداد زخم,61.9814,2,60.9425,25,V31-0054,55.58,60.299,8390758.31,0.0,TRAILING_WIN,65.49,4.0,السياسة المعتمدة,28,CLOSED,,60.8119,LRCX_monthly_rebound_approved,معتمد,55.58,LRCX,monthly,0.0,3.12
342386843.76,ارتداد,997.28,2021-05-20,45.9616,تحقق الهدف - تنفيذ خمس دقائق,10:50:00,2021-05-14,43.36,ارتداد زخم,45.9616,4,44.83,25,V31-0055,40.79,44.51,3423868.44,0.0,WIN,59.84,6.0,السياسة المعتمدة,23,CLOSED,,44.6608,MRVL_monthly_rebound_approved,معتمد,40.79,MRVL,monthly,0.0,2.65
248392210.76,ارتداد,561.37,2021-05-18,56.6981,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,14:45:00,2021-05-14,56.1367,ارتداد زخم,58.3821,2,56.7567,5,V31-0056,53.7042,55.9667,2483922.11,0.0,TRAILING_WIN,5.61,1.0,السياسة المعتمدة,10,CLOSED,,56.6981,PANW_swing_rebound_approved,معتمد,53.7042,PANW,swing,0.0,-0.3
248392210.76,ارتداد,336.82,2021-05-18,56.6981,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,14:45:00,2021-05-14,56.1367,ارتداد زخم,59.5049,2,56.7567,10,V31-0057,53.7042,55.9667,2483922.11,0.0,TRAILING_WIN,3.37,1.0,السياسة المعتمدة,6,CLOSED,,56.6981,PANW_monthly_rebound_approved,معتمد,53.7042,PANW,monthly,0.0,-0.3
3154801119.96,ارتداد,4302.84,2021-05-21,14.7165,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-05-18,14.0158,ارتداد زخم,14.7165,3,14.6838,10,V31-0058,13.459,14.6125,31548011.2,0.0,WIN,215.13,5.0,السياسة المعتمدة,307,CLOSED,,14.6465,NVDA_swing_rebound_approved,معتمد,13.459,NVDA,swing,0.0,4.26
784647096.72,ترند,3008.26,2021-05-25,63.9254,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:00:00,2021-05-20,62.672,متابعة ترند,65.1789,3,64.153,13,V31-0059,57.1065,63.464,7846470.97,0.0,TRAILING_WIN,60.16,2.0,السياسة المعتمدة,48,CLOSED,,63.9254,LRCX_swing_trend_approved,معتمد,57.1065,LRCX,swing,0.0,1.26
4776579438.01,اختراق,4840.86,2021-06-02,16.3257,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-28,16.2445,قاعدة اختراق,17.869,2,16.3881,21,V31-0060,14.6638,16.2645,47765794.38,0.0,TRAILING_WIN,24.2,0.5,السياسة المعتمدة,298,CLOSED,,16.3257,NVDA_monthly_breakout_approved,معتمد,14.6638,NVDA,monthly,0.0,0.12
5214036070.19,اختراق,4848.91,2021-06-04,17.1978,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-02,16.7783,قاعدة اختراق,18.4561,2,17.259,21,V31-0061,15.2109,16.9697,52140360.7,0.0,TRAILING_WIN,121.25,2.5,السياسة المعتمدة,289,CLOSED,,17.1978,NVDA_monthly_breakout_approved,معتمد,15.2109,NVDA,monthly,0.0,1.14
5876593484.32,اختراق,4886.75,2021-06-08,17.7541,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-04,17.5783,قاعدة اختراق,19.3361,2,17.8095,21,V31-0062,15.9958,17.619,58765934.84,0.0,TRAILING_WIN,48.89,1.0,السياسة المعتمدة,278,CLOSED,,17.7541,NVDA_monthly_breakout_approved,معتمد,15.9958,NVDA,monthly,0.0,0.23
350118632.77,اختراق,4920.81,2021-06-10,51.2373,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-08,50.73,قاعدة اختراق,52.7592,2,51.3,8,V31-0063,47.7568,50.35,3501186.33,0.0,TRAILING_WIN,49.21,1.0,السياسة المعتمدة,97,CLOSED,,51.2373,MRVL_swing_breakout_approved,معتمد,47.7568,MRVL,swing,0.0,-0.75
6667330769.54,اختراق,4937.59,2021-06-15,18.0036,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-11,17.8253,قاعدة اختراق,19.6078,2,18.0395,21,V31-0064,16.3241,18.0188,66673307.7,0.0,TRAILING_WIN,49.41,1.0,السياسة المعتمدة,277,CLOSED,,18.0036,NVDA_monthly_breakout_approved,معتمد,16.3241,NVDA,monthly,0.0,1.09
359483368.73,اختراق,2959.0,2021-06-17,54.338,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-14,53.8,قاعدة اختراق,55.952,3,54.53,8,V31-0065,51.1355,54.11,3594833.69,0.0,TRAILING_WIN,29.59,1.0,السياسة المعتمدة,55,CLOSED,,54.338,MRVL_swing_breakout_approved,معتمد,51.1355,MRVL,swing,0.0,0.58
7447081851.42,اختراق,4962.83,2021-06-21,19.3102,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-06-17,18.6572,قاعدة اختراق,20.523,2,19.375,21,V31-0066,17.0437,18.6387,74470818.51,0.0,TRAILING_WIN,173.68,3.5,السياسة المعتمدة,266,CLOSED,,19.3102,NVDA_monthly_breakout_approved,معتمد,17.0437,NVDA,monthly,0.0,-0.1
