avg_loss,avg_return,avg_win,behavior,drop_pct,entry_rule,hold_days,initial_stop_pct,lookback,losses,ma_period,market_filter,max_drawdown,max_extension20,median_return,month_concentration,passes_quality,profit_factor,quality_score,rsi_cross_above,rsi_period,stop_model,strategy_id,target_pct,ticker,timeframe,total_return,trades,volume_filter,win_rate,wins,worst_return
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,25,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_4_5_25_none,4,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,40,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_4_5_40_none,4,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,100,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_4_5_100_none,4,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_4_8_25_none,4,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_4_8_40_none,4,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_4_8_100_none,4,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_4_10_25_none,4,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_4_10_40_none,4,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_4_10_100_none,4,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,25,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_4_13_25_none,4,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,40,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_4_13_40_none,4,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,100,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_4_13_100_none,4,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,25,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_5_5_25_none,5,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,40,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_5_5_40_none,5,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,100,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_5_5_100_none,5,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_5_8_25_none,5,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_5_8_40_none,5,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_5_8_100_none,5,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_5_10_25_none,5,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_5_10_40_none,5,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_5_10_100_none,5,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,25,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_5_13_25_none,5,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,40,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_5_13_40_none,5,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,100,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_5_13_100_none,5,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,25,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_6_5_25_none,6,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,40,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_6_5_40_none,6,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,100,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_6_5_100_none,6,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_6_8_25_none,6,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_6_8_40_none,6,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_6_8_100_none,6,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_6_10_25_none,6,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_6_10_40_none,6,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_6_10_100_none,6,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,25,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_6_13_25_none,6,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,40,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_6_13_40_none,6,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,1.9495778366811816,2.466666666666669,raw_breakout_swing,,raw_breakout,13,99,20,1,,none,-5.806754613101139,100,2.0000000000000018,17.647058823529413,True,6.371889715560063,71.68,,,atr_support,ANET_swing_raw_breakout_20_6_13_100_none,6,ANET,swing,35.56531497817923,16,1.0,93.75,15,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,25,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_7_5_25_none,7,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,40,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_7_5_40_none,7,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.1451475175863144,2.5238095238095264,raw_breakout_swing,,raw_breakout,5,99,20,1,,none,-5.806754613101117,100,2.0000000000000018,16.0,True,9.127301484450902,80.46,,,atr_support,ANET_swing_raw_breakout_20_7_5_100_none,7,ANET,swing,58.5821954296428,22,1.0,95.45454545454545,21,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_7_8_25_none,7,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,40,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_7_8_40_none,7,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,2.247297399376139,2.6500000000000026,raw_breakout_swing,,raw_breakout,8,99,20,1,,none,-5.806754613101129,100,2.0000000000000018,16.0,True,9.127301484450902,81.07,,,atr_support,ANET_swing_raw_breakout_20_7_8_100_none,7,ANET,swing,58.55140874833242,21,1.0,95.23809523809523,20,-5.806754613101129
-5.806754613101129,1.8522760729946794,2.27777777777778,raw_breakout_swing,,raw_breakout,10,99,20,1,,none,-5.806754613101129,25,2.0000000000000018,15.789473684210526,True,7.060742657782772,74.09,,,atr_support,ANET_swing_raw_breakout_20_7_10_25_none,7,ANET,swing,41.055981365425474,19,1.0,94.73684210526315,18,-5.806754613101129
